SITE_ID,DESCRIPTION,MONTHS,YEARS,HOURS,SATURDAY,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY
33,"Normanby West, Brisbane",February ,2020,12,41,30,26,26,14,45,13
33,"Normanby West, Brisbane",February ,2020,13,54,21,33,32,15,292,143
33,"Normanby West, Brisbane",February ,2020,14,90,16,60,15,8,101,307
33,"Normanby West, Brisbane",February ,2020,15,58,17,35,28,31,23,158
33,"Normanby West, Brisbane",February ,2020,16,54,15,55,68,65,70,105
33,"Normanby West, Brisbane",February ,2020,17,47,14,188,207,165,125,167
33,"Normanby West, Brisbane",February ,2020,18,25,51,293,301,255,192,208
33,"Normanby West, Brisbane",February ,2020,19,75,20,128,142,81,84,205
33,"Normanby West, Brisbane",February ,2020,20,9,9,30,43,30,26,36
33,"Normanby West, Brisbane",February ,2020,21,4,8,14,14,13,13,14
33,"Normanby West, Brisbane",February ,2020,22,7,6,7,10,33,6,15
33,"Normanby West, Brisbane",February ,2020,23,3,5,4,3,29,4,9
33,"Normanby West, Brisbane",March    ,2020,0,4,3,3,2,3,2,3
33,"Normanby West, Brisbane",March    ,2020,1,2,2,1,1,2,3,3
33,"Normanby West, Brisbane",March    ,2020,2,4,1,1,2,1,1,2
33,"Normanby West, Brisbane",March    ,2020,3,2,2,1,2,0,1,1
33,"Normanby West, Brisbane",March    ,2020,4,0,1,1,1,1,2,1
33,"Normanby West, Brisbane",March    ,2020,5,5,2,6,8,4,7,8
33,"Normanby West, Brisbane",March    ,2020,6,28,33,28,37,50,47,51
33,"Normanby West, Brisbane",March    ,2020,7,57,65,106,107,111,127,97
33,"Normanby West, Brisbane",March    ,2020,8,58,73,223,222,241,252,212
33,"Normanby West, Brisbane",March    ,2020,9,65,88,158,177,209,212,157
33,"Normanby West, Brisbane",March    ,2020,10,120,83,36,44,52,45,50
33,"Normanby West, Brisbane",March    ,2020,11,73,64,18,38,27,18,26
33,"Normanby West, Brisbane",March    ,2020,12,33,36,14,20,19,35,20
33,"Normanby West, Brisbane",March    ,2020,13,78,154,278,80,462,638,54
33,"Normanby West, Brisbane",March    ,2020,14,226,338,356,53,692,334,206
33,"Normanby West, Brisbane",March    ,2020,15,84,57,28,28,422,175,55
33,"Normanby West, Brisbane",March    ,2020,16,30,40,49,56,83,75,60
33,"Normanby West, Brisbane",March    ,2020,17,34,34,150,151,177,185,155
33,"Normanby West, Brisbane",March    ,2020,18,43,99,216,256,271,247,152
33,"Normanby West, Brisbane",March    ,2020,19,13,70,116,90,111,100,69
33,"Normanby West, Brisbane",March    ,2020,20,12,12,29,20,31,27,24
33,"Normanby West, Brisbane",March    ,2020,21,10,8,23,12,15,12,16
33,"Normanby West, Brisbane",March    ,2020,22,5,6,8,9,10,8,8
33,"Normanby West, Brisbane",March    ,2020,23,5,4,4,3,6,7,6
33,"Normanby West, Brisbane",April    ,2020,0,3,5,1,5,3,3,4
33,"Normanby West, Brisbane",April    ,2020,1,3,2,1,2,1,2,1
33,"Normanby West, Brisbane",April    ,2020,2,2,1,1,0,2,2,1
33,"Normanby West, Brisbane",April    ,2020,3,1,2,0,2,1,1,2
33,"Normanby West, Brisbane",April    ,2020,4,2,1,1,1,1,1,1
33,"Normanby West, Brisbane",April    ,2020,5,2,3,4,4,5,5,4
33,"Normanby West, Brisbane",April    ,2020,6,24,18,29,44,44,31,41
33,"Normanby West, Brisbane",April    ,2020,7,82,70,66,92,103,95,86
33,"Normanby West, Brisbane",April    ,2020,8,99,74,122,141,148,135,130
33,"Normanby West, Brisbane",April    ,2020,9,118,118,81,78,96,91,91
33,"Normanby West, Brisbane",April    ,2020,10,105,110,61,36,47,47,54
33,"Normanby West, Brisbane",April    ,2020,11,91,98,45,28,30,35,51
33,"Normanby West, Brisbane",April    ,2020,12,60,74,41,29,27,25,30
33,"Normanby West, Brisbane",April    ,2020,13,68,85,36,158,148,82,109
33,"Normanby West, Brisbane",April    ,2020,14,149,57,67,177,32,94,61
33,"Normanby West, Brisbane",April    ,2020,15,80,38,73,96,91,24,49
33,"Normanby West, Brisbane",April    ,2020,16,47,74,57,66,50,49,63
33,"Normanby West, Brisbane",April    ,2020,17,66,80,91,100,99,88,91
33,"Normanby West, Brisbane",April    ,2020,18,61,58,95,103,118,102,92
33,"Normanby West, Brisbane",April    ,2020,19,17,19,35,46,45,46,35
33,"Normanby West, Brisbane",April    ,2020,20,13,9,18,17,17,15,13
33,"Normanby West, Brisbane",April    ,2020,21,9,8,9,8,10,11,11
33,"Normanby West, Brisbane",April    ,2020,22,4,4,5,6,7,6,5
33,"Normanby West, Brisbane",April    ,2020,23,3,3,2,3,4,3,4
33,"Normanby West, Brisbane",May      ,2020,0,6,4,3,2,4,4,3
33,"Normanby West, Brisbane",May      ,2020,1,2,2,1,1,1,5,1
33,"Normanby West, Brisbane",May      ,2020,2,2,1,2,0,3,1,0
33,"Normanby West, Brisbane",May      ,2020,3,2,2,1,2,1,1,1
33,"Normanby West, Brisbane",May      ,2020,4,0,1,1,1,1,1,1
33,"Normanby West, Brisbane",May      ,2020,5,3,2,3,6,5,7,5
33,"Normanby West, Brisbane",May      ,2020,6,34,22,25,42,54,48,49
33,"Normanby West, Brisbane",May      ,2020,7,91,62,79,97,98,97,86
33,"Normanby West, Brisbane",May      ,2020,8,90,71,132,166,164,162,173
33,"Normanby West, Brisbane",May      ,2020,9,126,108,106,121,122,111,109
33,"Normanby West, Brisbane",May      ,2020,10,123,128,65,45,49,41,45
33,"Normanby West, Brisbane",May      ,2020,11,97,93,54,32,49,25,37
33,"Normanby West, Brisbane",May      ,2020,12,67,96,48,28,33,28,37
33,"Normanby West, Brisbane",May      ,2020,13,54,56,49,33,32,26,27
33,"Normanby West, Brisbane",May      ,2020,14,44,55,36,70,35,24,24
33,"Normanby West, Brisbane",May      ,2020,15,42,55,43,30,30,26,32
33,"Normanby West, Brisbane",May      ,2020,16,64,57,75,60,61,46,59
33,"Normanby West, Brisbane",May      ,2020,17,57,64,108,118,122,92,107
33,"Normanby West, Brisbane",May      ,2020,18,27,31,97,124,114,114,98
33,"Normanby West, Brisbane",May      ,2020,19,11,14,41,52,49,43,41
33,"Normanby West, Brisbane",May      ,2020,20,10,6,14,18,16,22,14
33,"Normanby West, Brisbane",May      ,2020,21,8,5,12,10,9,10,10
33,"Normanby West, Brisbane",May      ,2020,22,6,3,3,7,7,8,11
33,"Normanby West, Brisbane",May      ,2020,23,2,2,4,3,3,3,4
33,"Normanby West, Brisbane",June     ,2020,0,3,3,4,3,4,6,5
33,"Normanby West, Brisbane",June     ,2020,1,2,4,3,1,1,1,1
33,"Normanby West, Brisbane",June     ,2020,2,2,5,1,2,2,1,1
33,"Normanby West, Brisbane",June     ,2020,3,2,1,1,1,1,0,1
33,"Normanby West, Brisbane",June     ,2020,4,0,2,2,0,2,1,1
33,"Normanby West, Brisbane",June     ,2020,5,6,2,3,6,3,7,7
33,"Normanby West, Brisbane",June     ,2020,6,31,12,27,52,45,40,48
33,"Normanby West, Brisbane",June     ,2020,7,77,49,83,115,89,87,85
33,"Normanby West, Brisbane",June     ,2020,8,78,57,153,189,162,155,172
33,"Normanby West, Brisbane",June     ,2020,9,108,70,119,124,102,136,106
33,"Normanby West, Brisbane",June     ,2020,10,80,77,39,51,46,45,46
33,"Normanby West, Brisbane",June     ,2020,11,71,71,29,27,32,35,31
33,"Normanby West, Brisbane",June     ,2020,12,58,54,36,33,33,34,40
33,"Normanby West, Brisbane",June     ,2020,13,48,42,29,26,25,36,39
33,"Normanby West, Brisbane",June     ,2020,14,45,30,29,28,23,27,29
33,"Normanby West, Brisbane",June     ,2020,15,42,35,34,29,27,28,35
33,"Normanby West, Brisbane",June     ,2020,16,38,40,49,53,51,48,52
33,"Normanby West, Brisbane",June     ,2020,17,39,29,128,123,112,107,103
33,"Normanby West, Brisbane",June     ,2020,18,23,24,135,140,112,128,91
33,"Normanby West, Brisbane",June     ,2020,19,9,20,62,69,58,59,44
33,"Normanby West, Brisbane",June     ,2020,20,10,12,20,20,30,19,16
33,"Normanby West, Brisbane",June     ,2020,21,8,7,10,10,12,12,17
33,"Normanby West, Brisbane",June     ,2020,22,5,6,7,5,8,9,15
33,"Normanby West, Brisbane",June     ,2020,23,5,3,4,5,4,6,10
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,0,0,1,1,1,0,1,0
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,1,1,0,0,0,1,0,0
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,2,1,0,0,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,3,0,0,0,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,4,1,0,1,1,1,1,0
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,5,3,6,2,4,7,4,5
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,6,14,23,18,22,21,18,16
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,7,25,39,54,55,57,53,47
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,8,25,34,64,72,64,71,56
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,9,24,34,35,41,45,37,34
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,10,17,30,17,12,13,11,14
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,11,17,20,10,10,6,7,5
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,12,9,12,8,5,5,4,5
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,13,5,8,6,4,1,2,3
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,14,7,7,4,4,4,2,4
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,15,7,8,7,5,4,4,6
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,16,7,10,18,10,12,13,15
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,17,9,11,43,58,49,47,39
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,18,8,12,48,73,71,68,51
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,19,6,6,22,33,31,29,23
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,20,4,2,7,6,8,7,7
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,21,1,5,3,3,5,4,3
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,22,0,1,2,2,3,4,1
34,Gaza Road Cycle Path Adjacent to M1,January  ,2020,23,1,1,1,1,2,1,2
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,0,1,1,1,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,1,1,1,1,0,1,0,1
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,2,0,0,1,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,3,0,0,0,1,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,4,1,1,1,1,2,1,1
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,5,5,6,4,6,8,2,6
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,6,27,28,17,22,20,12,14
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,7,48,53,51,73,60,36,34
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,8,41,53,63,85,62,43,54
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,9,42,51,38,43,35,24,28
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,10,31,35,9,16,11,6,8
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,11,22,22,8,6,5,6,9
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,12,11,9,5,8,7,2,8
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,13,8,10,3,7,4,1,5
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,14,7,5,5,5,3,2,7
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,15,6,8,10,4,7,5,8
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,16,7,7,14,19,14,11,16
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,17,13,8,45,57,50,36,39
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,18,10,8,79,89,65,52,50
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,19,6,6,33,40,27,20,24
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,20,3,2,7,8,6,7,6
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,21,1,2,2,4,3,3,4
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,22,1,1,1,1,2,2,2
34,Gaza Road Cycle Path Adjacent to M1,February ,2020,23,1,1,1,1,2,1,2
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,0,1,1,1,0,1,2,0
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,1,0,0,0,0,1,1,1
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,2,0,0,0,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,3,0,0,0,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,4,1,0,1,0,0,0,1
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,5,3,5,3,5,4,7,7
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,6,22,31,14,18,19,22,17
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,7,49,64,43,61,48,62,35
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,8,40,62,61,69,62,67,47
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,9,34,72,31,31,35,43,36
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,10,35,60,11,12,9,13,12
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,11,25,36,4,5,7,7,10
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,12,20,22,6,8,6,7,8
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,13,12,16,4,4,7,8,5
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,14,9,12,4,6,5,7,6
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,15,11,13,6,7,7,8,8
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,16,11,13,16,15,15,17,15
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,17,24,19,43,45,45,49,37
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,18,19,15,59,74,75,66,45
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,19,10,5,29,30,34,28,20
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,20,3,2,4,6,8,9,4
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,21,2,1,1,3,4,5,3
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,22,1,1,2,2,3,1,2
34,Gaza Road Cycle Path Adjacent to M1,March    ,2020,23,1,1,1,1,2,2,1
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,0,1,0,0,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,1,0,0,1,0,0,1,0
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,2,0,0,0,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,3,0,0,0,0,0,0,1
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,4,1,0,1,1,1,1,1
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,5,6,3,5,5,8,7,6
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,6,17,21,17,30,29,26,18
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,7,66,52,39,47,58,50,56
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,8,85,77,53,65,57,64,69
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,9,91,81,43,28,36,37,51
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,10,72,89,30,21,22,26,31
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,11,60,60,26,15,13,14,26
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,12,36,49,25,14,11,13,20
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,13,24,33,16,13,14,11,19
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,14,16,26,14,11,7,9,8
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,15,18,30,21,10,11,10,14
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,16,30,41,34,24,26,23,24
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,17,38,55,42,43,45,43,44
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,18,28,37,45,48,46,49,34
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,19,9,8,20,16,17,19,13
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,20,2,4,5,5,8,9,6
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,21,2,2,3,5,5,4,3
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,22,1,5,4,3,4,3,2
34,Gaza Road Cycle Path Adjacent to M1,April    ,2020,23,1,1,0,1,1,1,1
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,0,1,0,1,1,1,1,1
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,1,1,0,0,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,2,0,0,1,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,3,0,0,0,1,1,0,0
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,4,1,0,0,1,1,0,0
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,5,2,2,4,6,8,5,4
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,6,15,16,12,25,24,22,17
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,7,51,47,34,46,40,38,41
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,8,66,61,48,53,49,46,49
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,9,93,71,36,26,26,33,35
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,10,79,84,35,18,16,16,26
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,11,52,69,31,12,14,16,21
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,12,50,53,29,15,18,14,12
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,13,41,41,22,14,16,15,19
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,14,25,39,16,13,14,13,16
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,15,31,39,20,15,18,9,17
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,16,36,41,33,32,30,22,28
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,17,35,38,38,44,40,39,39
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,18,15,17,33,37,40,31,34
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,19,3,6,13,17,16,10,13
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,20,3,1,4,6,9,6,4
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,21,2,2,5,5,4,3,4
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,22,2,2,4,3,3,1,1
34,Gaza Road Cycle Path Adjacent to M1,May      ,2020,23,1,1,3,1,3,2,1
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,0,1,0,0,0,0,1,0
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,1,0,0,0,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,2,0,0,0,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,3,0,0,0,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,4,0,0,0,0,0,0,0
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,5,3,2,3,4,4,2,5
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,6,11,14,11,20,16,21,13
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,7,27,25,25,42,29,31,27
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,8,36,32,36,48,30,36,37
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,9,59,45,20,27,20,25,31
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,10,51,43,14,16,12,17,16
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,11,37,41,16,16,13,13,18
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,12,33,35,15,10,10,17,13
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,13,25,24,15,12,10,15,14
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,14,17,17,14,8,8,11,15
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,15,24,23,18,11,9,10,12
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,16,27,26,25,20,15,19,19
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,17,20,22,34,27,30,31,31
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,18,11,8,36,34,25,31,23
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,19,3,2,16,15,11,10,9
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,20,3,2,4,4,6,4,3
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,21,3,1,2,2,2,1,3
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,22,1,1,3,3,1,2,2
34,Gaza Road Cycle Path Adjacent to M1,June     ,2020,23,2,0,2,3,1,0,2
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,0,2,0,0,2,2,1,1
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,1,1,1,1,1,1,1,1
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,2,0,0,0,0,0,0,0
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,3,0,0,0,0,0,1,1
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,4,0,0,1,2,2,1,1
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,5,1,1,2,3,2,3,1
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,6,12,17,14,20,27,29,21
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,7,23,17,47,61,59,59,61
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,8,31,27,71,65,70,66,52
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,9,23,26,39,44,43,44,31
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,10,15,16,19,20,23,19,20
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,11,9,13,9,11,10,7,8
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,12,5,12,8,8,8,3,7
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,13,5,6,4,6,5,4,5
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,14,5,6,4,6,4,3,5
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,15,2,6,8,7,6,6,7
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,16,7,6,18,19,18,17,14
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,17,11,6,39,48,45,47,42
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,18,8,9,48,60,59,57,44
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,19,4,4,19,24,24,26,21
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,20,5,2,11,14,12,12,9
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,21,1,2,3,5,8,5,4
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,22,1,1,3,4,2,3,2
35,PA Hospital Cycle path near O'Keefe Street,January  ,2020,23,2,1,1,1,2,2,2
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,0,1,1,1,1,1,1,2
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,1,0,0,0,0,0,1,0
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,2,0,0,1,0,0,0,0
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,3,0,0,0,0,1,1,0
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,4,1,0,1,2,1,0,2
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,5,2,1,4,5,3,3,2
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,6,23,11,14,26,23,16,22
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,7,29,41,54,73,63,41,57
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,8,42,41,77,84,72,50,54
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,9,32,32,50,60,34,37,37
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,10,15,20,19,24,20,16,22
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,11,12,14,12,8,7,6,5
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,12,8,8,7,6,7,6,12
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,13,4,4,6,7,7,8,7
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,14,4,3,3,7,7,4,9
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,15,5,7,10,13,8,8,7
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,16,7,4,18,25,23,12,17
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,17,6,6,48,59,49,40,43
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,18,10,12,74,76,55,48,47
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,19,6,9,34,39,25,18,22
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,20,4,3,11,15,10,10,9
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,21,2,3,5,7,9,6,5
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,22,3,2,4,3,1,4,2
35,PA Hospital Cycle path near O'Keefe Street,February ,2020,23,1,2,1,1,1,1,3
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,0,1,1,0,1,0,1,1
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,1,1,1,1,0,0,0,1
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,2,0,0,0,0,0,0,0
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,3,0,0,0,0,0,1,1
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,4,0,0,0,1,1,0,1
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,5,1,0,2,3,3,3,2
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,6,18,14,15,18,21,24,26
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,7,32,41,57,66,50,63,58
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,8,49,59,71,78,77,83,68
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,9,31,49,46,48,58,51,47
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,10,26,29,23,21,23,25,22
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,11,19,23,8,11,14,15,12
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,12,14,16,8,7,9,10,12
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,13,10,10,7,8,8,8,12
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,14,9,6,4,8,8,10,10
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,15,11,6,8,8,10,10,11
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,16,8,12,23,25,21,22,23
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,17,15,17,44,51,52,55,41
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,18,20,15,64,68,72,59,45
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,19,9,11,27,29,32,28,22
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,20,4,5,10,13,13,15,10
35,PA Hospital Cycle path near O'Keefe Street,March    ,2020,21,2,4,5,6,9,4,4
